Date,Centre ID,Time,Current Queue,Active Counters,Farmers Arrived,Farmers Processed,Average Processing Time,Crop,Quantity,Booked Farmers,Actual Waiting Time
2025-04-28,4,15:00,87,2,107,46,22.1,Rice,23.9,145,102.3
2025-03-06,1,13:00,54,6,76,36,17.6,Mustard,30.1,75,49.7
2025-02-26,1,15:00,58,2,78,73,23.6,Mustard,28.9,109,72.2
2025-05-07,3,09:00,80,2,117,4,21.8,Maize,15.5,98,106.5
2025-11-16,5,11:00,59,3,61,9,10.7,Cotton,2.6,71,71.7
2025-01-01,4,12:00,29,3,52,25,11.1,Mustard,32.7,35,48.6
2025-04-14,3,09:00,47,2,66,34,12.9,Wheat,14.5,71,64.5
2025-01-23,1,12:00,21,4,30,66,13.7,Wheat,13.3,57,32.2
2025-07-24,2,11:00,30,1,58,37,16.4,Wheat,26.8,80,65.8
2025-04-02,4,12:00,61,6,97,32,11.0,Cotton,10.0,116,70.7
2025-10-17,1,12:00,13,1,37,12,10.8,Rice,29.4,47,46.8
2025-08-02,3,15:00,60,3,63,32,13.5,Rice,3.6,86,70.6
2025-10-14,1,11:00,52,6,55,39,18.4,Cotton,26.2,63,61.8
2025-08-20,2,15:00,27,1,45,43,18.7,Maize,33.8,86,59.5
2025-06-10,2,12:00,4,1,34,45,23.6,Mustard,34.9,29,46.2
2025-11-11,4,11:00,63,5,77,32,10.4,Maize,32.4,112,72.5
2025-06-23,5,12:00,74,1,87,11,13.7,Cotton,30.6,114,101.9
2025-12-13,1,12:00,65,6,103,11,23.4,Cotton,10.5,125,86.8
2025-12-30,4,11:00,37,3,37,11,18.7,Maize,33.9,100,68.4
2025-08-03,4,12:00,58,6,61,46,17.1,Wheat,32.5,103,74.0
2025-09-04,5,10:00,37,2,44,64,16.2,Cotton,19.2,80,66.3
2025-04-04,5,11:00,32,1,76,66,8.3,Maize,14.7,40,51.2
2025-10-25,1,13:00,29,6,51,23,22.2,Maize,4.7,30,29.9
2025-09-03,4,12:00,18,5,25,5,17.6,Mustard,21.1,53,46.0
2025-11-26,3,15:00,87,6,100,47,16.7,Cotton,24.8,132,76.6
2025-04-08,1,11:00,59,2,102,2,16.2,Maize,14.7,107,80.7
2025-10-15,2,16:00,15,3,46,47,13.7,Maize,14.8,31,24.6
2025-06-21,5,14:00,77,4,87,28,11.3,Maize,20.5,109,80.3
2025-03-09,3,16:00,13,3,23,62,19.8,Maize,1.9,69,42.6
2025-03-04,2,15:00,53,2,56,46,15.7,Rice,33.6,59,63.3
2025-07-25,2,10:00,14,3,48,55,7.6,Cotton,10.9,38,35.9
2025-04-27,5,12:00,32,4,38,30,13.8,Mustard,5.8,93,62.6
2025-02-07,2,10:00,59,1,71,63,22.8,Maize,1.2,71,78.5
2025-06-05,1,15:00,89,3,104,39,13.4,Maize,30.1,109,86.8
2025-08-27,3,13:00,89,2,116,46,14.0,Maize,30.3,119,88.2
2025-04-27,5,11:00,80,1,107,27,17.6,Mustard,4.2,124,105.4
2025-12-15,1,16:00,21,1,56,33,20.6,Mustard,6.2,37,45.6
2025-10-12,2,09:00,8,3,21,63,18.4,Wheat,16.2,59,39.2
2025-07-07,3,13:00,81,1,98,29,21.5,Cotton,7.3,96,93.5
2025-12-08,1,14:00,83,3,100,1,8.9,Mustard,26.0,106,78.4
2025-06-08,4,09:00,25,4,27,28,22.7,Mustard,3.0,62,54.7
2025-02-20,2,13:00,1,6,34,29,22.4,Cotton,19.7,1,21.6
2025-01-14,1,15:00,58,1,82,31,15.8,Maize,14.0,107,68.4
2025-12-09,2,09:00,6,3,27,5,17.6,Wheat,16.8,49,42.3
2025-12-17,5,12:00,3,1,47,9,10.6,Mustard,15.4,57,50.1
2025-09-27,5,11:00,84,3,92,24,14.6,Cotton,6.2,101,92.8
2025-02-07,3,13:00,44,3,87,31,10.4,Maize,8.5,69,47.9
2025-04-18,3,09:00,10,5,40,2,7.4,Cotton,3.2,68,33.1
2025-01-15,5,16:00,58,3,67,29,23.7,Cotton,4.9,62,73.7
2025-01-19,1,15:00,33,6,63,24,11.4,Maize,34.2,64,35.8
2025-03-31,4,10:00,48,1,82,2,17.1,Maize,10.5,79,79.1
2025-07-28,4,11:00,80,1,96,18,12.1,Cotton,11.4,109,93.8
2025-01-24,4,13:00,21,1,36,20,13.3,Rice,5.3,49,54.3
2025-12-26,2,14:00,58,3,95,10,13.8,Mustard,26.7,106,72.0
2025-06-16,4,12:00,74,2,81,56,12.7,Cotton,32.4,86,86.7
2025-04-07,4,10:00,38,1,38,5,17.8,Wheat,27.9,95,74.6
2025-07-08,5,09:00,87,2,116,43,23.3,Cotton,21.8,145,114.0
2025-10-16,1,17:00,40,6,80,49,14.3,Mustard,28.6,51,42.3
2025-04-25,4,12:00,41,5,63,60,23.5,Maize,14.7,104,59.4
2025-01-18,5,15:00,79,1,85,40,18.4,Rice,30.2,96,98.1
2025-01-19,2,12:00,57,6,81,40,17.3,Maize,28.1,60,57.7
2025-11-07,4,16:00,78,2,89,57,11.0,Mustard,1.1,103,74.8
2025-02-10,1,09:00,71,3,108,64,8.1,Mustard,17.6,122,73.8
2025-08-20,4,09:00,64,2,91,15,21.5,Cotton,10.0,118,93.8
2025-05-21,4,16:00,21,3,36,59,16.8,Mustard,3.9,62,39.0
2025-10-11,1,16:00,35,5,63,34,14.0,Maize,29.8,87,38.0
2025-01-23,1,11:00,77,5,107,7,20.8,Wheat,1.3,93,80.1
2025-11-24,4,11:00,55,4,85,45,12.3,Cotton,25.8,112,74.6
2025-09-12,2,12:00,25,4,41,73,20.3,Maize,34.6,66,42.5
2025-06-13,3,12:00,29,5,54,10,12.6,Rice,17.4,37,50.4
2025-03-17,1,10:00,69,2,70,1,22.7,Rice,13.6,77,87.0
2025-12-23,5,15:00,16,3,34,68,11.6,Mustard,21.6,33,28.8
2025-04-21,3,11:00,10,1,27,44,9.3,Cotton,28.4,14,34.9
2025-06-29,5,14:00,68,5,92,16,18.9,Maize,9.2,86,74.5
2025-05-24,1,09:00,25,3,67,59,9.8,Cotton,9.5,89,53.9
2025-03-26,2,08:00,68,4,110,29,23.1,Cotton,21.6,83,84.3
2025-06-02,4,13:00,48,4,69,24,18.1,Mustard,33.0,89,67.2
2025-02-25,4,11:00,89,2,118,21,10.9,Cotton,11.1,152,110.7
2025-01-01,4,13:00,47,1,51,44,10.5,Rice,13.8,63,64.4
2025-04-16,5,09:00,78,6,99,10,22.7,Mustard,34.8,123,97.8
2025-02-10,5,16:00,76,2,106,27,17.3,Wheat,7.0,105,91.5
2025-06-01,1,14:00,19,1,49,22,22.2,Wheat,3.6,37,48.3
2025-11-11,2,15:00,89,2,132,4,8.9,Maize,21.1,150,95.5
2025-03-01,5,10:00,67,6,87,57,22.7,Maize,1.8,109,81.3
2025-01-01,3,11:00,9,2,49,0,15.8,Mustard,7.1,37,40.2
2025-02-10,5,11:00,0,6,44,71,18.4,Wheat,22.2,52,29.3
2025-07-05,3,13:00,24,3,49,7,13.3,Wheat,23.4,82,45.6
2025-04-11,1,11:00,1,6,5,26,8.0,Wheat,18.4,51,9.7
2025-06-28,3,09:00,32,4,48,7,23.3,Cotton,14.0,88,70.9
2025-01-11,5,11:00,89,1,123,27,23.9,Rice,20.6,109,117.2
2025-05-02,4,11:00,43,4,69,45,13.2,Rice,22.9,65,60.8
2025-05-30,1,12:00,2,3,44,6,23.0,Maize,28.3,17,38.4
2025-06-07,2,10:00,44,2,80,39,9.9,Maize,28.0,89,67.4
2025-07-21,5,11:00,19,4,21,57,9.6,Cotton,23.6,71,40.2
2025-10-12,5,13:00,77,1,115,34,8.2,Rice,31.4,119,97.7
2025-06-20,4,12:00,8,5,24,8,13.7,Mustard,29.5,46,36.7
2025-11-04,1,11:00,69,5,105,51,7.9,Rice,5.5,119,71.3
